,SaleID,price
0,200000.0,1261.114081187865
1,200001.0,1679.5660226352409
2,200002.0,8632.908939178322
3,200003.0,1252.0647663762693
4,200004.0,2053.819559033306
5,200005.0,982.0787863021997
6,200006.0,548.4305094491448
7,200007.0,3497.307714441164
8,200008.0,13574.276621250663
9,200009.0,638.0471734843372
10,200010.0,442.8710826961602
11,200011.0,2494.3625022648685
12,200012.0,6080.83689438795
13,200013.0,7711.116033340849
14,200014.0,2327.7509649188883
15,200015.0,391.89909119808624
16,200016.0,1899.485787078219
17,200017.0,8269.530448748004
18,200018.0,6214.806505973724
19,200019.0,568.8734037381697
20,200020.0,24152.71326841189
21,200021.0,7373.051552742908
22,200022.0,2061.4357640976764
23,200023.0,1539.4409942651253
24,200024.0,728.7457682356513
25,200025.0,8506.182436672621
26,200026.0,638.5682839010457
27,200027.0,12440.23824334916
28,200028.0,4731.96702727915
29,200029.0,7994.687479680528
30,200030.0,17911.113729935605
31,200031.0,12291.55001384863
32,200032.0,670.5459772633835
33,200033.0,14602.941352370324
34,200034.0,736.416051434458
35,200035.0,1636.8111821024584
36,200036.0,14751.614308753537
37,200037.0,6516.761250369254
38,200038.0,1405.7662833359461
39,200039.0,387.3871828259953
40,200040.0,597.0828667015729
41,200041.0,23445.287500908995
42,200042.0,556.4241715525991
43,200043.0,7443.827912032439
44,200044.0,19462.758656820348
45,200045.0,655.8102371124431
46,200046.0,16290.065347412294
47,200047.0,17624.313667532813
48,200048.0,2079.5334821516235
49,200049.0,3001.3293973294335
50,200050.0,622.8126806345238
51,200051.0,4375.524593201983
52,200052.0,2741.737522809225
53,200053.0,612.2512715171108
54,200054.0,13963.437379444824
55,200055.0,10279.567770433003
56,200056.0,7402.343162136607
57,200057.0,3434.978619395833
58,200058.0,1429.9364849389751
59,200059.0,4920.844623883955
60,200060.0,8210.722146239583
61,200061.0,1364.550719195797
62,200062.0,4918.020749271166
63,200063.0,8613.587167505508
64,200064.0,1315.6675779139723
65,200065.0,1827.7198718563275
66,200066.0,394.80375766955126
67,200067.0,10162.789488069448
68,200068.0,141.74788879737943
69,200069.0,18623.8635288582
70,200070.0,8598.356379440327
71,200071.0,731.045470740232
72,200072.0,5928.24675594332
73,200073.0,16974.634951221597
74,200074.0,4057.649131496395
75,200075.0,14258.328432726998
76,200076.0,3142.448302188065
77,200077.0,432.2363729664355
78,200078.0,272.3648853350337
79,200079.0,2943.089059097192
80,200080.0,3578.193757272974
81,200081.0,1978.0444179082979
82,200082.0,4223.081924002817
83,200083.0,358.7147422720925
84,200084.0,1278.1835907607676
85,200085.0,2165.541211715951
86,200086.0,6765.886247104003
87,200087.0,3355.0329638318863
88,200088.0,2560.6017274610485
89,200089.0,39412.59413563795
90,200090.0,3000.2928028761244
91,200091.0,497.455573101922
92,200092.0,2018.6259791483387
93,200093.0,16983.810699079917
94,200094.0,7343.6069810369645
95,200095.0,5526.556900984811
96,200096.0,2368.1719062567495
97,200097.0,1224.214624183063
98,200098.0,507.94545672409345
99,200099.0,25089.595365135647
100,200100.0,22028.585043034658
101,200101.0,8114.301209201125
102,200102.0,1629.7261415246026
103,200103.0,10048.154088831436
104,200104.0,5641.515421619943
105,200105.0,3344.9509038939195
106,200106.0,9295.567901660896
107,200107.0,1877.5742395838947
108,200108.0,14397.166180518909
109,200109.0,8122.860106704461
110,200110.0,829.1690025500044
111,200111.0,1488.1395902772374
112,200112.0,1808.0643692986105
113,200113.0,593.0360508466173
114,200114.0,2521.018517167542
115,200115.0,1436.048999083805
116,200116.0,13435.948414413288
117,200117.0,16443.126072694617
118,200118.0,52970.49070631447
119,200119.0,196.58616063770705
120,200120.0,3373.986662491082
121,200121.0,2824.4335696243106
122,200122.0,724.5625808397797
123,200123.0,2248.7064429963434
124,200124.0,58255.66289705833
125,200125.0,644.2563983235599
126,200126.0,3126.5306844878255
127,200127.0,14808.93016375042
128,200128.0,1570.0415469146265
129,200129.0,5543.949822755519
130,200130.0,3710.460191970108
131,200131.0,3354.6420447660853
132,200132.0,1265.3151562840892
133,200133.0,2875.7250112222737
134,200134.0,1160.361677420611
135,200135.0,2992.52990551753
136,200136.0,3666.153376994909
137,200137.0,1305.0429437577316
138,200138.0,10256.385789025448
139,200139.0,6795.430871063156
140,200140.0,2053.7249556905217
141,200141.0,1198.3258249812477
142,200142.0,5381.580548712447
